x,y,z
0.638029299010064,0.24089970732458377,0.6022635444463691
0.34286388392903455,0.9805453679805077,0.4154916133296436
0.09314469950975601,0.9410668343145475,0.07239278380294312
0.3818677026798445,0.11653168370238098,0.8838297441319538
0.5646488023291323,0.5611196161157093,0.14492444654898973
0.44955409206847874,0.706824793302978,-0.09924418176132585
0.8858570304694943,0.2786641896689813,0.5525958745706799
0.2691024551295519,0.21591359046071512,1.0559789233612853
0.561252447291067,0.21690802577429602,0.3973515680784878
0.5143374708486477,0.80575488282694,0.0619217904393513
0.12493931968654293,0.9214053781943307,0.151859046019374
0.12003740449548417,0.22415020506663752,1.1226872274723223
0.150957002083839,0.7109726775033395,0.185450595157329
0.6991985512449896,0.2483235278306759,0.5214940978722648
0.7518444811696944,0.7249101316799144,0.016951410710269038
0.4859299796442327,0.0669295497772423,0.43428195024221206
0.14238231330333595,0.15270354899499194,1.2158787172236085
0.28849905912505625,0.9501788789394342,0.29789296123788955
0.1046263946350795,0.859974509681412,0.12383292023540943
0.011241875361848286,0.6457318897899571,0.3523223190603417
0.4527315532169509,0.32275201159612554,0.5633972079380327
0.25936661209059453,0.7354193091392766,0.36511789990935206
0.10318680039813755,0.36710115026644996,0.9885153473161359
0.28186194653201924,0.12353298843887772,1.1041622374107016
0.9908383580317155,0.11445242411708312,0.23346605280759558
0.11916408248069388,0.007648695140347828,0.8147810821402054
0.9089572873671103,0.972496488349216,0.06407917081963042
0.9090764308686922,0.9861079001814556,0.05336982082383337
0.3963333117516842,0.42143635157291215,0.5907647886343057
0.20956994978920862,0.10057600393515465,1.0078999486991733
0.8965084457992494,0.8695151266633975,-0.011439445317928634
0.8518796433582455,0.32930059450620686,0.6400746809772246
0.2969460217881258,0.702462328587622,0.025481723182709276
0.8971692664954413,0.8864726763780547,0.10611359616373925
0.6475594466219217,0.5831530604936459,0.4571999491931658
0.6701639072751486,0.3859598212615072,0.46725316815369616
0.34371076295304903,0.1469497714510133,0.8716747683712341
0.25938153818446363,0.8667927245925092,0.1720325731015122
0.40848204485454087,0.3606981519947994,0.6785071502181509
0.5352996720715107,0.4595157280227542,0.24352478894440882
0.10784417239450828,0.797941012573565,0.29408369661861966
0.6456537355939057,0.8858319555170137,-0.07261503056329702
0.20168916891253863,0.9124802812816432,0.199988543151051
0.7687274433777493,0.4460465582524219,0.7697513259439276
0.493799599275087,0.54700451848584,0.2475225318464243
0.06542877129169122,0.31301460286073834,0.8645873029788915
0.7189788501682308,0.02759048802013342,0.4493008409977
0.5691244335510092,0.9578739187475047,0.17916628211915553
0.989748571803976,0.5656766259860627,0.12029408836090104
0.6303640945169874,0.4158060083163816,0.5930338137227853
0.48834282820101704,0.20362153775576142,0.5426614403302212
0.766895783590633,0.48602325271039837,0.3624548575616897
0.7047270906713491,0.8309138160224481,0.1486617015428973
0.6068293587758219,0.4808778109750891,0.3986882326768106
0.16106374484021724,0.9841268190689311,0.2812380305580535
0.2257250443263461,0.9407211351665753,0.3503556310835544
0.4546325634367415,0.0687488610731799,0.47659673819718107
0.1264964687717236,0.6114507405366032,0.4040547447451019
0.5626910285688658,0.6080927613337266,0.21617682560993712
0.960582166044118,0.19324244875913932,0.34998965929309483
0.7172124394397056,0.6159212901063004,0.1894561517153465
0.49144256552975063,0.545660317636346,0.3465106613654234
0.8244572374991112,0.6691489621057726,0.2174761608639644
0.2100285092857952,0.17505548440099006,1.3020629754842437
0.11619123720781488,0.2511497183935518,1.1627592959192021
0.11298510407536788,0.7034939821880166,0.423126266864286
0.4396937169469187,0.8421906066870936,-0.2322425995337626
0.17616847279218817,0.9779699117939177,0.17048467819197805
0.07490038699096158,0.5633347875076403,0.5758178850488084
0.6917442117163999,0.9504203347618682,-0.1581984020978871
0.3841286330473791,0.30340673053287703,0.741118501094982
0.40445213164531724,0.787961638424239,0.15681259411124132
0.1735582978995155,0.967296184433994,0.1809513208698682
0.5194732562441287,0.16882209655623437,0.5722601986820082
0.056148006591000166,0.3612386639029058,0.894871973374507
0.0766416903565269,0.6937184082969855,0.3534773146007073
0.05999397660346251,0.7552923895260799,0.40173167477928917
0.3578033838027084,0.45977263503974986,0.5074607608291956
0.9114050556394042,0.6313147160053793,0.25592219448683945
0.5856551462978719,0.6854016770045265,0.22562498897031408
0.33480313277559537,0.8445168005034115,0.25705565674306263
0.16197080508734107,0.7769581046470402,0.32590792287114495
0.8359443628192165,0.12272460403865315,0.43740909963240227
0.5673804570204509,0.4175713176898719,0.3530736047783683
0.43650714829367043,0.6064925208916994,0.2943497500552734
0.6647740481001295,0.14133719823422808,0.5522199459189885
0.3151320706926236,0.08428674790138357,0.8612404622621983
0.6535210439700175,0.4069958423442913,0.7006310600721319
0.7548236307081806,0.4134355373114764,0.4899251546237491
0.08784565590104143,0.28953679670235,0.919847958614954
0.6058497689712473,0.9302424969350978,0.2096217704637733
0.6919813683661316,0.8997484111751785,0.19432408358062808
0.12561612229997599,0.10559737508636402,1.080034893428354
0.14563164608822365,0.7543910482603235,0.40976974327936155
0.3103421703257666,0.5009450013623649,0.6274322954533489
0.9014990338185039,0.025045544705216805,0.0969006484464208
0.3088024043299793,0.4060496994377608,0.4206253210277999
0.01245941753839186,0.44855398925937695,0.6556552745619184
0.6362878618951494,0.7369491813651137,0.052399237165689005
0.3829757560552406,0.3246269851812934,0.7820420279249969
